clave_res,mes_año,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Sobreviven,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Hombre_ingreso_PrimeraVez,Mujer_ingreso_PrimeraVez,Hombre_ingreso_subsecuente,Mujer_ingreso_subsecuente,Hombre_Infeccion_hosp,Mujer_Infeccion_hosp,Hombre_sala_recuperacion,Mujer_sala_recuperacion,Hombre_Terapia_intensiva,Mujer_Terapia_intensiva,Hombre_Terapia_intermedia,Mujer_Terapia_intermedia,MAPA,Fecha,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090090001,01/10/2016,4,5,9,4,5,9,0,0,0,0,0,0,4,5,9,4,5,0,0,0,0,4,5,4,5,4,5,090090001,01/10/2016,14.40073,68.12147,14.71026,28.83303,31.03936,2.18968,0.36417,19.68524,30.03471,10.38229,23.25238,93.36707,57.8939,111.3457,111.76228,140.143,167.87371,167.87371,1.51298,33.96827,6.12299,25.63226,19.191249,-99.023371,2429
090170001,01/10/2016,12,15,27,11,14,25,1,1,2,3,2,5,8,11,19,11,13,1,2,0,0,12,15,12,15,12,15,090170001,01/10/2016,16.73982,60.87842,18.39791,39.55611,21.93941,4.00867,0.66119,26.41011,48.26778,21.91721,25.01561,90.76391,73.01425,122.72574,118.66756,180.45257,217.03993,217.03993,2.35847,58.5126,9.58679,20.05309,19.419261,-99.113701,2229
090080001,01/10/2016,7,8,15,7,8,15,0,0,0,0,2,2,7,6,13,7,7,0,1,0,0,7,8,7,8,7,8,090080001,01/10/2016,15.77808,64.61389,13.9655,26.80825,27.66696,3.3772,0.45054,19.92927,29.79634,9.8764,23.82005,92.52761,58.45043,87.99667,117.1957,114.9296,147.19864,147.19864,1.7504,50.62782,8.0958,20.62639,19.304898,-99.241515,2520
090120001,01/10/2016,40,37,77,38,36,74,2,1,3,4,5,9,34,31,65,39,35,1,2,0,0,40,37,40,37,40,37,090120001,01/10/2016,16.27687,63.34575,13.86609,27.41986,27.47945,3.17245,0.46459,20.90924,31.32306,10.41168,24.50666,91.53079,59.05416,90.3929,122.37686,128.29176,159.34646,159.34646,1.92203,47.69105,8.54609,20.26372,19.288275,-99.167125,2280
090070001,01/10/2016,73,57,130,69,52,121,4,5,9,9,7,16,64,49,113,71,56,2,1,0,0,73,57,73,57,73,57,090070001,01/10/2016,17.24464,61.36541,15.23638,28.84855,26.39086,3.15486,0.53576,23.35166,38.20802,14.88159,25.72537,89.8284,61.60512,98.07601,111.54998,148.33864,188.23513,188.23513,2.55599,39.28946,9.5733,20.15074,19.359004,-99.092622,2242
090050001,01/11/2016,49,42,91,48,38,86,1,4,5,9,4,13,38,37,75,48,42,1,0,0,0,49,42,49,42,49,42,090050001,01/11/2016,15.31527,67.84857,26.38388,48.70368,19.11349,5.60217,0.83855,29.00171,58.50016,29.49918,25.06359,96.14065,101.60228,182.64605,99.96092,332.15214,375.73483,375.73483,4.2967,95.4861,7.56705,23.66571,19.482945,-99.113471,2229
090140001,01/11/2016,7,4,11,6,3,9,1,1,2,1,1,2,6,3,9,7,4,0,0,0,0,7,4,7,4,7,4,090140001,01/11/2016,15.23225,65.17605,24.98261,39.48319,18.98734,5.74421,0.74494,29.6958,53.89539,24.19837,24.79569,91.99541,94.97316,124.04158,98.9922,220.67757,256.01219,256.01219,3.00213,70.06111,8.29074,21.98302,19.371992,-99.157853,2238
090160001,01/11/2016,7,3,10,7,2,9,0,1,1,1,1,2,5,2,7,6,3,1,0,0,0,7,3,7,3,7,3,090160001,01/11/2016,14.96551,63.58697,25.15869,38.82416,17.86383,5.79169,0.8295,29.84801,57.47375,27.61203,24.4387,89.75515,102.1928,132.6657,93.7252,284.41496,322.40553,322.40553,3.28222,92.82931,7.85681,17.26225,19.407269,-99.190754,2264
090040001,01/11/2016,1,5,6,1,5,6,0,0,0,1,1,2,0,4,4,1,4,0,1,0,0,1,5,1,5,1,5,090040001,01/11/2016,11.93805,71.71155,22.28713,30.86568,21.61,4.64567,0.65737,23.92029,38.52852,14.61073,20.57331,95.79294,88.23821,110.06932,82.80497,172.16204,210.97111,210.97111,2.54037,85.63585,4.95941,20.10506,19.35735,-99.299792,2780
090020001,01/11/2016,18,25,43,17,22,39,0,3,3,0,4,4,17,20,37,17,25,1,0,0,0,18,25,18,25,18,25,090020001,01/11/2016,15.03002,66.07289,25.81394,48.08933,17.22724,6.66886,0.80175,29.93157,59.59591,29.67988,25.21909,93.76331,86.59163,172.73441,98.75635,346.00539,392.79711,392.79711,4.12571,127.78403,7.24037,19.17423,19.484102,-99.18436,2244
090060001,01/11/2016,12,6,18,12,6,18,0,0,0,1,0,1,10,6,16,11,5,1,1,0,0,12,6,12,6,12,6,090060001,01/11/2016,15.05598,65.62407,25.08356,38.43383,18.40365,6.32739,0.88002,31.09382,59.40632,28.31192,24.69715,93.3869,98.50311,138.48662,99.0747,296.29216,335.56619,335.56619,4.36324,90.6781,7.71869,21.45842,19.395901,-99.097612,2233
090080001,01/11/2016,7,8,15,7,8,15,0,0,0,0,0,0,7,7,14,7,7,0,1,0,0,7,8,7,8,7,8,090080001,01/11/2016,13.8269,68.13445,21.68366,34.52991,21.45476,4.54042,0.60562,25.72177,41.52815,15.8241,23.10685,94.33234,88.49595,126.25723,96.20254,159.3794,193.15551,193.15551,2.30326,69.76942,6.42904,21.87029,19.304898,-99.241515,2520
090130001,01/11/2016,23,24,47,21,24,45,2,0,2,3,3,6,18,20,38,20,24,3,0,0,0,23,24,23,24,23,24,090130001,01/11/2016,14.86027,68.12482,21.97234,37.41543,20.41446,4.55683,0.59922,26.91575,46.05941,19.13076,24.42908,93.6623,85.38014,138.39153,100.52662,184.53126,220.22935,220.22935,2.56635,73.56713,7.62872,23.91183,19.263462,-99.104913,2237
090100001,01/11/2016,16,19,35,15,18,33,1,1,2,2,5,7,14,13,27,16,18,0,1,1,0,16,19,16,19,16,19,090100001,01/11/2016,14.90431,64.01567,25.02175,38.77104,18.07822,5.72842,0.8162,29.65225,56.61321,26.95808,24.38132,90.22458,101.26449,132.47429,94.13632,276.53922,314.16953,314.16953,3.23972,90.83268,7.77377,17.81051,19.390806,-99.195413,2308
090120001,01/11/2016,36,37,73,36,36,72,0,1,1,3,1,4,32,33,65,35,33,1,4,0,0,36,37,36,37,36,37,090120001,01/11/2016,14.25677,67.58941,21.11534,35.2954,21.10208,4.61173,0.62483,26.36657,43.17793,16.77971,23.63765,93.83824,85.5057,129.0652,97.77519,171.77538,205.60311,205.60311,2.47066,64.18657,6.9198,22.66879,19.288275,-99.167125,2280
090150001,01/11/2016,28,19,47,26,19,45,2,0,2,0,5,5,28,14,42,28,19,0,0,1,1,28,19,28,19,28,19,090150001,01/11/2016,15.15446,64.73031,25.87789,45.99655,17.70097,6.38719,0.82122,30.64834,60.35102,29.67762,24.90586,92.25235,95.57441,158.95626,96.53111,331.07111,375.0719,375.0719,4.20224,110.16785,7.82458,20.97846,19.441646,-99.151884,2230
090170001,01/11/2016,21,19,40,20,18,38,1,1,2,4,3,7,16,16,32,21,19,0,0,1,0,21,19,21,19,21,19,090170001,01/11/2016,15.03986,66.15892,27.92356,49.95959,16.02251,7.62762,0.8812,34.72583,70.85274,36.22261,24.79366,94.57394,111.27413,152.80642,90.2321,380.55754,427.18893,427.18893,5.3325,115.61067,7.70213,22.7245,19.419261,-99.113701,2229
090110001,01/11/2016,27,11,38,25,11,36,2,0,2,5,1,6,19,10,29,26,11,1,0,0,0,27,11,27,11,27,11,090110001,01/11/2016,14.55039,67.20583,22.25066,36.07699,23.04196,3.32444,0.53129,23.81482,36.36812,12.61447,24.53814,93.40401,91.20625,138.40842,113.83916,124.93577,149.10599,149.10599,2.13118,47.49921,6.54702,20.96741,19.270566,-99.004846,2249
090030001,01/11/2016,32,21,53,31,21,52,1,0,1,1,3,4,31,18,49,31,19,1,2,0,0,32,21,32,21,32,21,090030001,01/11/2016,14.97111,65.70067,24.65795,39.00347,19.13724,5.30156,0.7177,30.52539,54.49725,23.96358,24.5505,92.42654,87.27283,129.89822,98.86959,173.02033,206.10828,206.10828,2.97784,68.92555,7.86199,21.71586,19.350214,-99.162146,2247
090070001,01/11/2016,65,64,129,62,60,122,3,4,7,10,6,16,55,57,112,64,62,1,2,1,0,65,64,65,64,65,64,090070001,01/11/2016,15.24383,66.16466,23.36372,37.63992,19.66997,4.97007,0.77059,30.65938,56.42466,25.76628,24.78379,94.70269,90.72415,137.71648,104.3676,244.22525,281.60263,281.60263,3.69659,61.68281,8.11472,20.86614,19.359004,-99.092622,2242
090090001,01/11/2016,8,6,14,8,4,12,0,2,2,0,0,0,8,5,13,6,6,2,0,0,0,8,6,8,6,8,6,090090001,01/11/2016,12.51487,70.59621,21.8383,33.8516,26.90779,3.27314,0.44457,24.97506,40.81018,15.87116,22.20399,95.91958,99.00424,129.45081,110.99851,163.14253,192.13998,192.13998,1.88572,41.07309,4.55388,24.9232,19.191249,-99.023371,2429
090120027,01/12/2016,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,090120027,01/12/2016,12.76181,62.00654,18.3293,40.38388,26.22119,4.2153,0.65827,25.66918,43.37348,17.72148,21.1075,89.41321,80.43797,164.98921,109.93416,179.55299,219.19838,219.19838,2.52026,50.89773,4.33378,18.77608,19.201359,-99.141398,2649
090100001,01/12/2016,17,16,33,15,15,30,2,1,3,1,3,4,16,13,29,17,16,0,0,0,0,17,16,17,16,17,16,090100001,01/12/2016,16.04839,52.05677,22.93618,39.01105,21.79862,5.2767,0.84215,30.07996,59.36829,29.28503,24.51982,83.03408,97.68689,118.16883,103.99601,309.794,354.88876,354.88876,3.31126,77.40432,9.06758,15.35028,19.390806,-99.195413,2308
090060001,01/12/2016,13,18,31,13,18,31,0,0,0,1,3,4,11,15,26,12,16,1,2,0,0,13,18,13,18,13,18,090060001,01/12/2016,16.10048,55.01266,24.4586,42.50076,21.62705,5.80755,0.88387,30.90033,57.73948,26.82455,24.27848,85.17966,132.85625,169.12009,105.9041,218.49022,262.9083,262.9083,3.38612,69.51958,8.35564,17.67674,19.395901,-99.097612,2233
090120001,01/12/2016,37,31,68,35,31,66,2,0,2,3,3,6,32,28,60,36,29,1,2,0,0,37,31,37,31,37,31,090120001,01/12/2016,15.14688,55.79816,19.7657,39.00781,25.53321,4.07299,0.65995,25.58375,41.32068,15.71588,23.11157,87.90243,84.80456,139.3373,109.03877,166.1643,206.31357,206.31357,2.39098,47.3364,7.67437,15.96611,19.288275,-99.167125,2280
090070001,01/12/2016,102,92,194,100,87,187,2,5,7,11,8,19,90,83,173,95,89,7,3,3,0,102,92,102,92,102,92,090070001,01/12/2016,16.22754,55.88646,22.73159,41.71274,23.12026,5.20186,0.79407,29.33056,52.3767,23.02897,24.34515,86.02219,122.32394,168.49499,108.11772,207.66557,255.88104,255.88104,3.19416,66.71793,8.61876,18.51983,19.359004,-99.092622,2242
090090001,01/12/2016,7,4,11,4,4,8,3,0,3,1,0,1,6,4,10,6,4,1,0,0,0,7,4,7,4,7,4,090090001,01/12/2016,14.56471,59.52145,17.29593,34.43942,31.31354,3.19771,0.44801,23.65597,39.19848,15.58491,23.38595,88.75966,98.49976,168.29824,112.11439,170.35058,206.9322,206.9322,1.75257,34.17656,6.07292,23.57251,19.191249,-99.023371,2429
090090033,01/12/2016,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,090090033,01/12/2016,13.96914,59.80307,19.04971,40.18386,26.3596,3.99085,0.62385,25.50437,43.54623,18.04758,22.4731,88.59353,92.98785,178.6813,109.05478,184.65401,223.52737,223.52737,2.49599,48.38935,5.59514,19.7645,19.191988,-99.089954,2753
090150001,01/12/2016,52,30,82,50,26,76,2,4,6,7,3,10,45,27,72,52,30,0,0,1,0,52,30,52,30,52,30,090150001,01/12/2016,16.23101,53.9564,24.37088,49.77451,20.98163,5.81276,0.85759,31.65793,62.22589,30.52718,24.64648,84.43424,127.35117,186.38561,102.12595,256.87762,300.56113,300.56113,3.2939,76.22763,8.6334,17.03704,19.441646,-99.151884,2230
090020001,01/12/2016,27,17,44,25,17,42,2,0,2,1,3,4,26,14,40,27,16,0,1,0,0,27,17,27,17,27,17,090020001,01/12/2016,16.03265,55.36647,23.73671,51.34661,20.39139,5.7926,0.85498,31.51711,62.31303,30.79094,25.17194,88.21873,128.77565,195.47571,99.82391,272.81373,316.95182,316.95182,3.15971,84.38516,7.9845,16.99759,19.484102,-99.18436,2244
090080001,01/12/2016,9,4,13,8,3,11,1,1,2,0,0,0,9,4,13,9,4,0,0,1,0,9,4,9,4,9,4,090080001,01/12/2016,14.94504,56.09824,19.98199,37.99582,26.31633,3.99349,0.63969,24.84124,39.54483,14.73286,22.85313,88.43628,82.02295,135.02523,108.81682,158.278,198.43609,198.43609,2.20889,44.05891,7.71172,17.20981,19.304898,-99.241515,2520
090130001,01/12/2016,25,27,52,24,26,50,1,1,2,3,3,6,22,24,46,25,27,0,0,0,0,25,27,25,27,25,27,090130001,01/12/2016,15.09233,56.98827,20.79833,41.75969,24.90451,4.3012,0.67582,26.19566,43.90688,17.72039,23.33005,87.64737,104.37384,174.31708,109.00151,179.06472,218.42903,218.42903,2.65418,53.56323,6.92676,18.19749,19.263462,-99.104913,2237
090160001,01/12/2016,11,4,15,11,3,14,0,1,1,2,0,2,9,4,13,10,4,1,0,0,0,11,4,11,4,11,4,090160001,01/12/2016,16.12311,51.56071,22.99064,38.81873,21.57098,5.34316,0.85507,30.35283,60.62966,30.25177,24.65314,82.62334,97.73038,116.08234,103.41828,320.74194,366.42735,366.42735,3.37894,79.87819,9.19301,14.90465,19.407269,-99.190754,2264
090050001,01/12/2016,71,62,133,67,59,126,4,3,7,19,9,28,50,52,102,69,57,2,5,0,0,71,62,71,62,71,62,090050001,01/12/2016,16.35661,57.29587,25.58451,55.59073,21.62003,5.21642,0.88666,30.77288,63.53793,32.76048,24.88207,88.57325,156.39933,245.7738,103.2139,256.21238,295.43059,295.43059,3.71659,68.42426,8.41847,19.08035,19.482945,-99.113471,2229
090090036,01/12/2016,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,090090036,01/12/2016,14.22067,60.75187,15.94919,28.25586,37.7089,2.82163,0.29161,24.12823,40.8119,16.67336,23.11723,89.93107,95.20091,143.51381,117.57166,178.62819,215.68314,215.68314,0.86427,24.73052,5.62733,26.77743,19.17591,-98.997801,2613
090140001,01/12/2016,3,6,9,3,6,9,0,0,0,0,2,2,3,4,7,3,6,0,0,0,0,3,6,3,6,3,6,090140001,01/12/2016,16.29346,54.14184,24.07897,43.44136,21.98734,5.63237,0.75622,29.27724,51.39314,22.1169,24.19981,82.02917,96.04793,139.04777,109.97356,215.19313,251.84077,251.84077,2.80113,62.01038,9.28827,17.98735,19.371992,-99.157853,2238
090040001,01/12/2016,4,3,7,4,3,7,0,0,0,0,0,0,3,3,6,4,3,0,0,0,0,4,3,4,3,4,3,090040001,01/12/2016,13.10878,59.39816,20.69236,34.19729,24.92122,4.03427,0.68,23.56396,37.40584,13.8929,20.39533,92.33935,94.02651,124.01453,101.785,219.83584,274.98032,274.98032,3.27803,42.30785,6.69415,20.06384,19.35735,-99.299792,2780
090170001,01/12/2016,16,12,28,16,10,26,0,2,2,2,3,5,14,9,23,15,11,1,1,0,0,16,12,16,12,16,12,090170001,01/12/2016,16.25308,55.07242,27.03346,55.38993,19.79662,7.35101,0.91369,35.46527,71.31201,35.8958,24.15449,84.07673,139.68416,196.33687,100.18813,228.98093,274.21578,274.21578,3.49333,76.87412,8.57853,17.05463,19.419261,-99.113701,2229
090030001,01/12/2016,19,19,38,19,18,37,0,1,1,3,1,4,16,18,34,19,19,0,0,0,0,19,19,19,19,19,19,090030001,01/12/2016,15.99222,54.49567,23.23308,42.64525,23.21537,4.78894,0.73938,29.50571,48.75705,19.24682,24.05791,83.86392,103.69299,146.17233,106.47614,198.49245,225.98609,225.98609,2.79287,57.02728,8.72564,17.76944,19.350214,-99.162146,2247
090110001,01/12/2016,44,22,66,40,21,61,4,1,5,6,3,9,34,19,53,43,22,1,0,0,0,44,22,44,22,44,22,090110001,01/12/2016,15.29477,57.98826,20.70026,41.80914,26.21434,3.01349,0.54091,21.64912,33.72346,12.14015,24.22425,86.73622,118.34322,207.13704,107.46092,147.82589,182.23691,182.23691,2.53869,35.47522,6.90183,21.28479,19.270566,-99.004846,2249
090130001,01/01/2017,23,18,41,23,17,40,0,1,1,2,2,4,19,15,34,23,18,0,0,0,0,23,18,23,18,23,18,090130001,01/01/2017,14.00386,46.89644,28.0107,56.97818,31.9059,6.73318,0.83024,32.60928,52.59004,19.97955,24.65065,90.10548,127.37245,199.14395,120.8424,191.74783,244.98093,244.98093,2.96835,104.62968,3.53128,8.55085,19.263462,-99.104913,2237
090090029,01/01/2017,2,0,2,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0,2,0,090090029,01/01/2017,14.14601,46.81078,24.96141,54.11203,34.96812,5.74155,0.65535,30.03481,48.0345,18.00745,25.00498,90.84625,108.83576,196.37201,118.63303,183.88358,229.3152,229.3152,2.48982,81.83256,3.19392,8.14596,19.201637,-99.049411,2445
090030001,01/01/2017,23,18,41,23,16,39,0,2,2,4,3,7,19,15,34,22,18,1,0,0,0,23,18,23,18,23,18,090030001,01/01/2017,15.06135,44.57871,31.32592,58.37922,29.66596,8.61972,0.90392,39.65635,62.54897,22.88586,25.1073,90.84342,112.28592,194.89036,124.28152,180.59687,229.76873,229.76873,2.99318,123.99725,4.57189,8.28082,19.350214,-99.162146,2247
090110001,01/01/2017,19,13,32,18,11,29,1,2,3,2,2,4,16,11,27,18,13,1,0,1,0,19,13,19,13,19,13,090110001,01/01/2017,14.25349,46.69351,27.91703,60.12789,32.56711,4.68497,0.65839,26.14563,38.78659,12.70694,25.76426,89.60789,124.90974,231.08127,114.48758,143.74966,182.24577,182.24577,2.6522,67.5202,3.8044,8.0742,19.270566,-99.004846,2249
090170001,01/01/2017,16,18,34,16,17,33,0,1,1,0,2,2,16,15,31,16,17,0,1,0,1,16,18,16,18,16,18,090170001,01/01/2017,15.38079,44.49903,39.29011,81.94877,23.40814,12.86834,1.17169,46.31452,89.94527,43.71312,25.33026,89.7101,154.65282,211.26645,118.64701,323.68907,387.35985,387.35985,3.9222,163.96929,4.85191,7.15215,19.419261,-99.113701,2229
090100001,01/01/2017,15,11,26,12,7,19,3,4,7,4,0,4,11,10,21,15,10,0,1,0,1,15,11,15,11,15,11,090100001,01/01/2017,15.36339,40.98839,30.4444,56.54327,26.82519,9.473,0.97148,41.06653,74.42689,33.35849,25.29242,87.84392,90.01721,148.3639,115.49781,312.08752,379.63202,379.63202,3.37946,127.7992,4.14098,6.28906,19.390806,-99.195413,2308
090060001,01/01/2017,14,7,21,13,7,20,1,0,1,3,2,5,11,5,16,13,7,1,0,0,0,14,7,14,7,14,7,090060001,01/01/2017,15.22656,44.31122,34.18986,59.62595,27.11461,9.22687,1.08604,40.31333,72.14326,31.80173,25.44469,89.80918,139.61828,216.84075,124.48661,284.81865,337.308,337.308,3.97658,136.82964,4.55898,7.87238,19.395901,-99.097612,2233
090080001,01/01/2017,9,4,13,9,4,13,0,0,0,3,0,3,6,4,10,9,4,0,0,0,0,9,4,9,4,9,4,090080001,01/01/2017,14.21614,44.67267,25.34524,49.29969,33.74654,7.38917,0.72088,30.92431,47.34452,16.43954,23.9817,91.34364,89.83227,163.07947,124.91023,169.0523,218.9981,218.9981,2.3469,107.75302,3.39467,10.21073,19.304898,-99.241515,2520
090040001,01/01/2017,2,4,6,1,3,4,1,1,2,1,0,1,1,4,5,2,4,0,0,1,1,2,4,2,4,2,4,090040001,01/01/2017,12.75435,46.14383,24.94301,44.39189,29.52541,7.01594,0.6985,29.69247,44.62126,14.93531,21.84228,92.70972,87.24588,125.03301,94.01036,206.28154,267.46706,267.46706,2.45646,87.56272,2.89589,11.82761,19.35735,-99.299792,2780
090090001,01/01/2017,6,10,16,6,10,16,0,0,0,1,0,1,5,10,15,6,10,0,0,0,0,6,10,6,10,6,10,090090001,01/01/2017,14.72825,45.80636,22.77599,48.31319,39.76632,5.16178,0.51395,29.2794,46.44273,17.20234,25.2569,91.58179,101.3156,172.18191,120.29659,178.37836,222.23941,222.23941,1.94435,65.24084,3.28698,7.29186,19.191249,-99.023371,2429
090070001,01/01/2017,103,70,173,100,58,158,3,12,15,10,3,13,91,66,157,100,70,3,0,1,0,103,70,103,70,103,70,090070001,01/01/2017,15.35992,45.09072,31.0588,57.67079,28.45504,7.82193,0.9875,37.47382,63.67863,26.20861,25.71354,92.22942,130.80513,213.9126,116.70663,247.98311,305.21826,305.21826,3.64729,126.10166,4.66269,8.05385,19.359004,-99.092622,2242
090090033,01/01/2017,1,1,2,1,1,2,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,090090033,01/01/2017,13.07833,48.94442,25.14452,55.16666,33.24692,6.63084,0.74291,32.0708,52.58662,20.50815,23.96555,91.18064,106.74562,194.9683,119.44285,202.01354,251.37431,251.37431,2.74175,99.28023,2.28476,9.28453,19.191988,-99.089954,2753
090150001,01/01/2017,29,20,49,24,20,44,5,0,5,3,2,5,25,18,43,28,20,1,0,1,0,29,20,29,20,29,20,090150001,01/01/2017,15.36767,42.48445,33.61194,70.34442,26.31108,10.55374,1.05536,41.78781,79.63525,37.75325,25.57493,87.06373,125.50605,249.81071,122.03785,341.69305,401.61329,401.61329,4.03549,162.71289,4.57368,7.81098,19.441646,-99.151884,2230
090140001,01/01/2017,5,5,10,5,5,10,0,0,0,2,2,4,3,3,6,5,5,0,0,0,0,5,5,5,5,5,5,090140001,01/01/2017,15.29859,44.99579,31.52604,59.24269,28.38613,9.91833,0.96095,38.80265,64.80907,25.99852,25.20096,91.94964,103.04042,197.99027,127.96607,228.72312,281.20687,281.20687,3.00174,122.03827,4.99073,8.00114,19.371992,-99.157853,2238
090020001,01/01/2017,22,18,40,21,15,36,1,3,4,1,2,3,19,15,34,22,18,0,0,0,0,22,18,22,18,22,18,090020001,01/01/2017,14.86366,43.629,32.20975,71.13264,26.25357,11.08779,1.04725,41.82482,81.07047,39.13674,25.86242,87.93638,116.61992,292.71452,122.96483,378.40066,438.70811,438.70811,4.29941,190.91571,3.77112,7.95282,19.484102,-99.18436,2244
090160001,01/01/2017,8,7,15,8,6,14,0,1,1,1,1,2,6,5,11,8,7,0,0,0,0,8,7,8,7,8,7,090160001,01/01/2017,15.46612,40.40471,30.57653,56.59878,26.42168,9.59857,0.98397,41.60642,76.07478,34.44346,25.37858,87.33741,88.86259,145.51146,114.36219,322.15792,391.26202,391.26202,3.4386,128.85604,4.14398,5.88391,19.407269,-99.190754,2264
090120001,01/01/2017,34,25,59,33,25,58,1,0,1,7,3,10,24,21,45,34,25,0,0,0,0,34,25,34,25,34,25,090120001,01/01/2017,14.3191,44.89384,25.97927,51.68251,32.7617,7.44744,0.78105,32.09307,50.10744,17.97235,24.24438,90.9324,96.71516,168.88473,125.77187,179.84423,229.26816,229.26816,2.59997,113.81765,3.45666,9.48481,19.288275,-99.167125,2280
090050001,01/01/2017,58,40,98,57,39,96,1,1,2,8,4,12,49,35,84,54,36,4,4,0,2,58,40,58,40,58,40,090050001,01/01/2017,15.35626,46.16324,36.41749,79.99497,26.92996,9.46209,1.10006,40.53154,81.32929,40.76922,25.71303,88.82132,190.37304,317.32126,127.52232,363.27016,418.70509,418.70509,4.44009,147.58904,5.25034,9.65821,19.482945,-99.113471,2229
090090011,01/01/2017,1,1,2,0,1,1,1,0,1,0,0,0,1,1,2,1,0,0,1,0,0,1,1,1,1,1,1,090090011,01/01/2017,14.53947,46.17664,23.36095,53.85673,36.82935,4.736,0.56191,26.42284,39.59899,13.16723,25.56789,90.66516,104.25259,200.04858,117.33203,147.54654,186.54344,186.54344,2.2142,62.24322,3.5397,7.59048,19.217537,-98.993717,2258
090170001,01/02/2017,15,8,23,15,8,23,0,0,0,5,2,7,10,6,16,13,8,2,0,0,0,15,8,15,8,15,8,090170001,01/02/2017,16.82038,37.51787,27.99197,64.78028,27.24447,6.77793,0.87929,36.55069,65.23245,28.79148,26.21719,80.8549,82.24129,192.39461,115.65,280.11754,334.26281,334.26281,3.58634,103.13004,8.73677,6.02164,19.419261,-99.113701,2229
090110021,01/02/2017,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,090110021,01/02/2017,15.9406,39.98484,23.2181,57.4121,39.15527,2.54923,0.46019,19.60689,28.26876,8.68601,26.69416,80.26209,120.88106,313.32086,123.33944,170.97884,208.23848,208.23848,2.85268,35.51762,6.71784,7.69208,19.240896,-98.995596,2241
090060001,01/02/2017,12,16,28,12,14,26,0,2,2,0,3,3,12,13,25,11,14,1,2,1,0,12,16,12,16,12,16,090060001,01/02/2017,16.62192,37.37793,26.63704,51.12866,31.85774,5.20145,0.84373,32.73987,54.81887,22.13982,26.29795,80.78482,86.17491,162.77272,128.7551,315.35246,363.95944,363.95944,4.30433,85.34253,8.41568,5.68825,19.395901,-99.097612,2233
090150001,01/02/2017,29,22,51,27,19,46,2,3,5,1,1,2,27,21,48,28,19,1,3,1,0,29,22,29,22,29,22,090150001,01/02/2017,16.55392,35.8045,26.30869,59.41615,30.89527,5.75343,0.8052,33.64464,59.2009,25.58393,26.25153,79.74099,79.665,178.245,124.24663,307.20795,364.08372,364.08372,3.56561,99.53309,8.41699,6.10537,19.441646,-99.151884,2230
090030001,01/02/2017,18,23,41,16,20,36,2,3,5,3,4,7,12,19,31,17,23,1,0,0,0,18,23,18,23,18,23,090030001,01/02/2017,16.47137,37.11886,26.81693,52.85125,36.22743,4.45695,0.7005,29.61484,44.63281,15.02565,25.9764,81.22748,88.30211,151.11883,133.42546,267.70536,321.35548,321.35548,2.96863,78.31322,8.444,5.40586,19.350214,-99.162146,2247
090090029,01/02/2017,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,090090029,01/02/2017,15.55837,40.89651,22.9447,52.61196,39.43853,3.4193,0.5172,24.3676,37.84422,13.51219,25.6592,81.53523,129.32422,234.52834,125.84443,207.48589,251.17824,251.17824,2.5505,51.17449,6.49203,6.84612,19.201637,-99.049411,2445
090130001,01/02/2017,24,11,35,23,11,34,1,0,1,3,0,3,21,11,32,24,11,0,0,0,0,24,11,24,11,24,11,090130001,01/02/2017,15.50757,39.72219,23.87847,52.05421,36.38074,3.71411,0.65434,26.21032,40.31843,14.1238,25.45978,81.33155,114.60061,185.91117,129.79734,215.19176,259.64897,259.64897,2.85666,55.77735,6.53542,6.036,19.263462,-99.104913,2237
090080001,01/02/2017,3,8,11,2,8,10,1,0,1,1,1,2,2,7,9,3,8,0,0,0,0,3,8,3,8,3,8,090080001,01/02/2017,15.48868,38.38392,21.36183,45.13689,38.48569,3.9075,0.57314,24.89026,36.25651,11.42017,24.75706,79.32135,73.90209,130.85784,132.50066,160.3123,212.82423,212.82423,2.31191,68.35424,7.35509,6.53244,19.304898,-99.241515,2520
