clave_res,FECHA,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios_COVID,Hombres_Recuperados,Mujeres_Recuperadas,Total_Recuperados,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090170001,01/05/2013,18,12,30,16,11,27,2,1,3,1,0,1,17,12,29,20.13865,44.72602,38.00043,67.01419,41.58304,4.97901,1.07595,38.18561,58.38102,20.26025,29.35005,99.20816,89.88854,275.49607,161.02076,201.91303,268.99743,268.99743,3.70923,79.16566,12.82557,5.07435,19.419261,-99.113701,2229
090140001,01/05/2013,2,2,4,2,1,3,0,1,1,0,0,0,2,2,4,19.41343,45.10507,39.5434,58.98161,44.63911,4.31387,0.85995,30.82447,43.55966,12.82944,28.92576,92.15288,95.81099,221.55934,158.30642,177.8061,236.19382,236.19382,3.35219,67.3985,11.7996,5.44592,19.371992,-99.157853,2238
090150001,01/05/2013,17,14,31,13,14,27,4,0,4,2,2,4,15,12,27,19.77682,44.92859,38.4372,63.8014,42.54552,5.57272,0.93348,33.22945,51.48713,18.25336,28.94314,92.17266,110.83087,234.91847,157.0029,235.40546,301.90474,301.90474,3.96195,84.07672,12.33627,5.67717,19.441646,-99.151884,2230
090090001,01/05/2013,6,3,9,6,2,8,0,1,1,1,1,2,4,2,6,19.02356,45.30444,37.75425,61.80978,48.94046,3.75412,0.65521,23.0793,31.87667,8.91199,28.93492,92.84421,105.19714,293.65175,149.07253,149.87676,203.79957,203.79957,3.33537,54.73808,10.63009,5.76716,19.191249,-99.023371,2429
090040001,01/05/2013,1,1,2,1,1,2,0,0,0,0,0,0,1,1,2,16.08556,46.80728,36.7726,46.67158,52.6377,3.75349,0.80066,23.48538,31.3323,7.87542,27.53846,98.86735,122.41446,168.61962,154.14566,152.85804,221.1989,221.1989,2.66241,44.85595,8.48669,4.05211,19.35735,-99.299792,2780
090080001,01/05/2013,6,6,12,6,6,12,0,0,0,1,2,3,5,4,9,18.18875,45.50378,36.01497,56.77465,48.86535,3.64255,0.71481,26.11663,36.35443,10.2595,28.85829,96.59647,99.56679,210.93762,158.77307,149.80638,206.41364,206.41364,2.59852,54.33367,10.10751,4.35884,19.304898,-99.241515,2520
090030001,01/05/2013,15,11,26,13,11,24,2,0,2,1,3,4,13,8,21,19.0495,45.06457,41.01073,58.07751,43.2389,4.15173,0.82669,30.73683,41.71539,11.17148,29.16812,93.88641,91.31804,241.75112,153.691,170.2612,222.68897,222.68897,3.28482,62.68085,11.1124,5.0205,19.350214,-99.162146,2247
090020001,01/05/2013,16,15,31,14,15,29,2,0,2,2,4,6,14,11,25,19.27212,45.19995,38.77054,63.97074,41.29717,6.67286,0.93847,32.69176,52.68408,20.00618,29.45716,91.02825,123.71881,232.15487,152.73775,276.71484,343.06832,343.06832,4.33294,98.34134,10.69299,6.037,19.484102,-99.18436,2244
090050001,01/05/2013,48,39,87,44,31,75,4,8,12,13,7,20,35,32,67,19.52929,42.99737,39.39653,69.24272,42.88319,5.2082,0.87506,31.79469,50.46091,18.67139,28.73802,91.84413,112.05163,267.21656,156.27551,241.5799,307.48527,307.48527,3.95475,79.09149,11.67129,6.0605,19.482945,-99.113471,2229
090090029,01/05/2013,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,19.00769,45.27288,37.57555,61.44329,48.79298,3.77615,0.68132,23.73923,33.00186,9.34703,28.94414,93.00367,105.36945,287.46713,150.5985,152.52347,207.09987,207.09987,3.32982,55.91286,10.65559,5.68332,19.201637,-99.049411,2445
090160001,01/05/2013,4,0,4,3,0,3,1,0,1,1,0,1,3,0,3,19.29743,45.25917,37.71159,61.2281,46.43371,5.03619,0.85001,34.61126,48.241,13.61391,28.90628,91.83004,105.99391,183.82932,160.13746,155.72206,248.08862,248.08862,3.02917,80.99007,11.58048,5.54946,19.407269,-99.190754,2264
090070001,01/05/2013,52,42,94,48,38,86,4,4,8,4,4,8,47,38,85,19.51087,44.92079,39.15466,61.04119,45.07389,3.68709,0.93364,29.84598,42.742,12.91349,28.93517,92.4841,95.56356,205.10657,160.63286,189.32095,251.13472,251.13472,3.48654,59.39645,11.45099,5.79298,19.359004,-99.092622,2242
090110001,01/05/2013,13,7,20,11,7,18,2,0,2,1,1,2,11,6,17,19.20787,45.227,37.95308,61.36618,50.70094,3.48504,0.56364,20.57136,26.63259,6.24119,28.87767,91.967,104.9208,300.57855,146.31551,124.64456,176.43768,176.43768,3.33232,46.22995,10.7322,6.0313,19.270566,-99.004846,2249
090130001,01/05/2013,19,9,28,18,9,27,1,0,1,6,0,6,12,8,20,19.00263,45.16112,36.32235,59.64236,49.20657,3.77158,0.79098,26.22438,37.04542,10.84714,29.00934,93.46298,109.46144,264.79071,158.41595,168.07026,225.05186,225.05186,3.26217,61.31185,10.78458,5.42009,19.263462,-99.104913,2237
090110081,01/06/2013,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,18.14292,57.99873,21.59465,35.63368,31.99687,3.00947,0.60032,20.24108,31.97533,11.71651,28.60889,95.66959,82.45848,139.60082,123.0477,128.04392,157.6515,157.6515,2.35112,41.21718,10.98263,6.1951,19.220135,-98.967231,2236
090090001,01/06/2013,3,2,5,3,2,5,0,0,0,0,0,0,3,2,5,18.06196,58.11174,21.47666,34.98652,32.1112,3.1489,0.62037,21.03853,32.83813,11.81751,28.58528,96.02565,82.05762,131.33227,124.8583,122.49172,152.82422,152.82422,2.38167,44.61463,11.01587,5.94406,19.191249,-99.023371,2429
090020001,01/06/2013,15,8,23,14,6,20,1,2,3,3,3,6,12,5,17,18.23509,57.9181,25.00465,42.51467,26.87397,6.42305,0.70312,27.25625,47.37578,20.12206,28.74346,93.67833,93.86587,133.68716,113.44671,169.2807,208.20552,208.20552,2.52697,89.42494,11.35586,6.50161,19.484102,-99.18436,2244
090030001,01/06/2013,14,12,26,14,12,26,0,0,0,5,4,9,8,6,14,18.08358,57.79422,22.22281,35.65858,27.33594,4.27434,0.7421,27.90837,45.23399,17.32411,28.67536,96.78283,100.37759,126.25208,121.5972,158.00905,183.43429,183.43429,2.69949,62.62491,11.44178,5.05745,19.350214,-99.162146,2247
090110001,01/06/2013,9,9,18,9,6,15,0,3,3,1,1,2,8,8,16,18.27781,57.53216,21.27993,33.45673,33.56637,2.57184,0.56878,19.48208,28.8674,9.41599,28.60562,95.42218,80.8556,127.2081,126.1033,104.92918,133.69324,133.69324,2.29074,31.22415,11.22747,6.14903,19.270566,-99.004846,2249
090120001,01/06/2013,28,16,44,28,14,42,0,2,2,6,6,12,19,10,29,17.84866,58.15483,21.40749,34.08588,30.28509,3.75459,0.77046,23.62936,37.67826,14.02905,28.7386,98.06765,83.72003,130.84783,128.64939,125.69599,154.79562,154.79562,2.82317,58.67493,10.84309,4.42868,19.288275,-99.167125,2280
090060001,01/06/2013,7,4,11,7,4,11,0,0,0,1,1,2,5,3,8,18.75983,56.89994,21.67578,36.35769,27.52786,4.22605,0.80144,28.15833,48.18575,20.00119,28.83614,96.54688,85.07144,121.11899,130.84821,170.59055,204.66987,204.66987,2.93748,63.3381,12.69679,6.2065,19.395901,-99.097612,2233
090080001,01/06/2013,5,3,8,4,3,7,1,0,1,1,0,1,4,3,7,17.19393,59.65173,21.58381,35.36015,31.00268,3.78587,0.59369,22.93384,35.71217,12.7732,28.16521,98.92956,84.89737,116.46251,122.17774,121.65268,154.00107,154.00107,1.98364,55.93993,10.21736,4.1112,19.304898,-99.241515,2520
090100001,01/06/2013,18,8,26,12,8,20,6,0,6,1,3,4,17,4,21,17.97733,58.1796,25.67092,41.26994,28.38432,5.23676,0.71071,27.23058,45.08337,17.82499,28.38482,95.54287,97.4138,124.59747,133.59339,149.46245,183.22034,183.22034,2.55429,63.34563,11.57379,5.62407,19.390806,-99.195413,2308
090140001,01/06/2013,2,1,3,2,1,3,0,0,0,0,0,0,2,1,3,18.37656,57.31687,22.44654,36.89423,28.1704,4.42485,0.74981,27.1718,44.6334,17.45364,28.55758,94.81983,95.1533,124.31899,125.70762,156.31309,185.85021,185.85021,2.71706,63.74132,12.23516,5.92325,19.371992,-99.157853,2238
090070001,01/06/2013,41,37,78,38,32,70,3,5,8,4,5,9,37,32,69,18.54722,56.93475,20.90296,36.44729,29.84666,4.10066,0.78227,26.83014,43.70981,16.88895,28.67343,95.51623,78.55648,110.84968,128.4223,161.63861,197.60768,197.60768,2.76234,74.65886,12.07712,6.05998,19.359004,-99.092622,2242
090040001,01/06/2013,2,0,2,2,0,2,0,0,0,1,0,1,1,0,1,15.0659,62.09211,21.54805,29.27748,32.46005,3.70385,0.70756,20.51323,31.20336,10.71464,27.24896,98.98256,89.19981,96.84353,122.93619,164.9797,210.129,210.129,2.31621,51.50148,8.57544,3.24686,19.35735,-99.299792,2780
090050001,01/06/2013,35,36,71,33,32,65,2,4,6,11,7,18,24,29,53,18.57162,57.88364,22.87356,44.07606,27.54033,4.83256,0.69375,25.74006,45.80611,20.05135,28.97149,97.05786,87.31989,139.19571,117.38382,182.71144,223.3196,223.3196,2.74801,71.9717,12.18349,7.17308,19.482945,-99.113471,2229
090160001,01/06/2013,3,1,4,3,1,4,0,0,0,0,0,0,2,1,3,18.23526,57.62581,26.09082,41.88538,28.15421,5.37981,0.71642,27.57808,45.88379,18.26798,28.45979,94.38121,98.32834,125.12684,134.96944,150.75491,184.91533,184.91533,2.58479,63.78658,12.03466,6.0632,19.407269,-99.190754,2264
090130001,01/06/2013,11,9,20,10,9,19,1,0,1,4,1,5,7,7,14,18.04422,57.9816,20.32749,35.47564,32.60245,3.6098,0.7509,23.92757,37.5553,13.62636,28.59311,96.5196,75.86135,128.56928,132.72892,128.50775,160.70288,160.70288,2.58613,60.46899,11.18525,5.4894,19.263462,-99.104913,2237
090170001,01/06/2013,7,13,20,6,13,19,1,0,1,2,3,5,5,10,15,19.02122,57.00939,22.34188,43.24037,25.50366,4.76973,1.02984,32.02619,56.4766,24.48252,29.14878,99.47967,92.0196,133.69874,129.52529,153.13605,201.41102,201.41102,2.97058,60.74557,13.42056,6.04626,19.419261,-99.113701,2229
090150001,01/06/2013,19,16,35,14,15,29,5,1,6,5,3,8,14,13,27,18.69794,56.94313,23.67128,41.70612,27.03774,5.36241,0.77518,27.83609,48.13634,20.2658,28.68044,94.50992,92.34956,132.10989,121.6308,163.63524,203.19055,203.19055,2.68212,74.4351,12.87176,6.50019,19.441646,-99.151884,2230
090050001,01/07/2013,39,34,73,37,31,68,2,3,5,10,6,16,29,28,57,18.11268,60.5361,20.36333,40.51002,25.42262,3.67266,0.65174,25.52499,44.44321,18.92698,26.81856,95.75382,61.50026,154.21307,98.8886,169.75937,204.7119,204.7119,2.31175,50.78566,12.35337,13.59909,19.482945,-99.113471,2229
090140001,01/07/2013,1,2,3,1,2,3,0,0,0,0,2,2,1,0,1,17.67168,60.84524,19.63441,31.80113,26.81448,3.46034,0.65919,26.46043,41.94236,15.47321,26.44348,93.40314,64.50345,109.85159,117.39472,136.67179,167.72266,167.72266,2.18668,39.37969,12.2111,12.29459,19.371992,-99.157853,2238
090040001,01/07/2013,2,1,3,2,1,3,0,0,0,1,1,2,1,0,1,14.20438,67.40548,17.50272,24.8002,32.32095,2.74692,0.61848,20.62748,32.11223,11.51197,24.43604,98.93443,63.81202,150.46271,114.51497,229.54352,268.67373,268.67373,2.54717,24.25041,8.49487,11.43917,19.35735,-99.299792,2780
090090001,01/07/2013,1,4,5,1,3,4,0,1,1,0,0,0,1,4,5,17.34907,62.33729,18.49428,30.0439,30.40504,3.31167,0.50583,19.97076,30.85118,10.90877,26.20217,94.04453,60.40996,130.44958,110.4429,108.17825,135.90749,135.90749,1.75949,43.61365,11.4802,13.59531,19.191249,-99.023371,2429
090160001,01/07/2013,6,2,8,6,2,8,0,0,0,2,1,3,4,1,5,17.53612,61.19797,20.30619,34.43512,25.55605,4.12277,0.65989,25.9377,41.37648,15.43959,26.3178,93.03495,106.14012,130.0315,117.74863,122.61945,168.41224,168.41224,2.19388,38.54579,11.95399,12.51097,19.407269,-99.190754,2264
090030001,01/07/2013,11,20,31,11,17,28,0,3,3,2,9,11,9,10,19,17.34481,61.71627,19.90858,30.74862,26.72315,3.29631,0.66336,27.40137,42.91121,15.48665,26.44814,95.53555,60.25896,113.37344,121.77549,138.19455,164.75354,164.75354,2.24484,39.76683,11.61214,11.75426,19.350214,-99.162146,2247
090120001,01/07/2013,26,6,32,25,6,31,1,0,1,8,2,10,16,3,19,17.08652,62.36369,18.42999,29.48845,29.39403,2.98124,0.69213,22.5604,35.2517,12.68452,26.4469,96.90162,61.49084,118.9195,120.64856,113.84515,145.71737,145.71737,2.39908,41.35571,11.15743,11.33759,19.288275,-99.167125,2280
090110001,01/07/2013,7,9,16,6,9,15,1,0,1,1,3,4,6,6,12,17.53121,62.02868,18.32877,28.22352,31.92669,3.37463,0.43588,18.12187,27.01508,8.93538,26.20589,93.02791,59.13748,123.19776,110.13833,90.40579,115.36276,115.36276,1.52736,43.45889,11.79583,14.0539,19.270566,-99.004846,2249
090070001,01/07/2013,47,38,85,42,36,78,5,2,7,7,9,16,40,28,68,17.78344,61.15721,19.14985,33.70946,27.75731,3.35164,0.62325,26.27194,40.31089,14.07411,26.32778,93.51816,59.77404,104.1708,119.42735,131.79834,161.8544,161.8544,2.154,45.77018,12.37099,13.46073,19.359004,-99.092622,2242
090130001,01/07/2013,12,11,23,11,8,19,1,3,4,1,1,2,10,10,20,17.3038,62.22409,17.79706,30.98737,29.30724,3.17423,0.64038,23.06132,35.18118,12.12559,26.23851,94.84642,57.90914,121.3836,118.39992,116.04966,149.42006,149.42006,2.24179,45.55196,11.52435,12.87321,19.263462,-99.104913,2237
090150001,01/07/2013,24,17,41,22,14,36,2,3,5,6,2,8,17,15,32,18.02739,60.04698,20.74576,36.88002,24.98758,3.79318,0.70354,27.09275,46.13111,19.01833,26.55944,93.23463,64.5671,111.56209,105.38323,156.50684,190.96474,190.96474,2.26654,42.26773,12.73903,12.70873,19.441646,-99.151884,2230
090060001,01/07/2013,9,5,14,8,5,13,1,0,1,3,0,3,6,4,10,18.02884,60.52806,19.16197,31.99621,25.28949,3.48446,0.67108,27.69023,44.98992,17.29791,26.44207,95.20527,59.62639,97.92172,109.84904,146.77207,180.12986,180.12986,2.18841,39.58005,12.79731,13.2499,19.395901,-99.097612,2233
090090011,01/07/2013,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,17.42082,62.23974,18.47848,28.71821,31.6433,3.34662,0.44108,18.23434,27.55185,9.32317,26.21346,93.62152,60.06748,127.95552,109.75083,94.69514,119.88922,119.88922,1.54428,43.67657,11.56539,13.84492,19.217537,-98.993717,2258
090020001,01/07/2013,25,13,38,25,13,38,0,0,0,7,5,12,18,8,26,17.58122,61.41915,21.88133,37.29237,24.66072,4.01123,0.66002,26.05376,45.374,19.33981,26.42732,92.71872,63.06267,108.8012,100.98114,156.01889,186.67873,186.67873,2.23962,44.17238,11.46463,13.8467,19.484102,-99.18436,2244
090100001,01/07/2013,17,13,30,15,12,27,2,1,3,5,2,7,11,11,22,17.25567,62.06553,20.13535,34.05289,25.99294,4.02272,0.65459,25.69321,40.85393,15.15379,26.13822,94.34122,101.88946,128.25004,117.81423,123.12058,167.18501,167.18501,2.17231,38.28679,11.57664,12.42635,19.390806,-99.195413,2308
090080001,01/07/2013,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,16.40126,64.38504,18.02609,30.26028,30.39663,3.05582,0.56434,22.09245,33.78153,11.69335,25.67695,98.18063,63.28325,108.6011,119.23492,111.54362,145.41748,145.41748,1.80479,33.58787,10.45463,11.75056,19.304898,-99.241515,2520
090170001,01/07/2013,14,8,22,14,8,22,0,0,0,2,1,3,12,7,19,18.29014,60.04504,20.12453,39.07747,23.88355,3.97199,0.91165,31.64205,54.71304,23.11981,26.50311,99.32653,59.95973,105.35084,107.83475,186.67981,228.03722,228.03722,2.53342,35.96173,13.32904,12.99326,19.419261,-99.113701,2229
090090001,01/08/2013,5,5,10,5,4,9,0,1,1,0,3,3,5,2,7,16.93149,64.46568,16.41976,27.80494,27.8162,1.85281,0.48328,19.26721,30.12074,10.87578,25.94498,95.9821,59.5253,115.21971,117.72877,114.53844,141.0214,141.0214,2.30134,25.37764,10.81628,23.50817,19.191249,-99.023371,2429
090140001,01/08/2013,5,8,13,5,7,12,0,1,1,1,3,4,4,5,9,17.35245,62.91091,18.38417,29.49322,25.25483,2.96835,0.60372,24.43144,39.02227,14.60385,25.73552,93.81895,63.62021,96.70066,121.64633,157.93375,185.28448,185.28448,2.39421,42.12229,11.5762,24.25869,19.371992,-99.157853,2238
090170001,01/08/2013,9,8,17,8,6,14,1,2,3,4,2,6,5,6,11,17.98571,61.86822,17.50153,35.63281,23.45402,2.89583,0.88957,28.91209,50.38392,21.535,25.62033,99.43355,57.75764,112.65069,139.35765,176.00917,202.22657,202.22657,2.90212,27.71773,12.45723,24.94596,19.419261,-99.113701,2229
090040001,01/08/2013,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,13.77837,71.03636,15.86958,22.93124,31.80617,2.93738,0.57077,17.57117,25.61222,8.04634,23.26885,98.96254,54.59805,72.27809,126.23659,143.21496,176.1684,176.1684,1.82671,53.83904,7.65414,25.31963,19.35735,-99.299792,2780
090160001,01/08/2013,3,3,6,2,3,5,1,0,1,1,0,1,2,3,5,17.22249,63.24167,18.85182,33.03124,24.50331,3.15536,0.66409,24.34064,38.99692,14.6851,25.61949,93.22254,71.90797,100.26808,124.30408,149.09801,182.29657,182.29657,2.41314,40.54518,11.39937,24.40476,19.407269,-99.190754,2264
090130001,01/08/2013,16,9,25,14,9,23,2,0,2,2,1,3,14,7,21,16.86797,64.64957,15.38988,28.20275,26.56382,2.12531,0.61125,21.92239,33.76458,11.83559,25.86892,96.50696,53.00497,106.56755,115.35331,121.92606,148.26598,148.26598,2.43839,37.36057,10.81304,23.5957,19.263462,-99.104913,2237
090150001,01/08/2013,18,9,27,17,8,25,1,1,2,6,0,6,12,9,21,17.74496,61.77129,18.94274,34.85003,24.68676,3.01421,0.65386,24.77488,42.02131,17.23108,25.75776,93.38384,73.00241,106.32635,129.0569,171.87576,199.97976,199.97976,2.60807,38.15179,12.08799,24.56043,19.441646,-99.151884,2230
090070001,01/08/2013,35,32,67,30,30,60,5,2,7,8,4,12,26,27,53,17.42733,62.97828,17.01857,31.02014,25.33683,2.2371,0.62626,24.83022,39.51187,14.66467,25.87075,95.63013,57.79872,100.38134,122.71906,143.71126,170.85383,170.85383,2.41973,23.64517,11.58745,24.04344,19.359004,-99.092622,2242
090060001,01/08/2013,8,7,15,7,7,14,1,0,1,4,1,5,4,6,10,17.74304,62.19292,16.90834,29.73485,24.8055,3.23794,0.60658,25.34938,41.36546,16.00439,25.78158,96.51533,60.25236,91.67392,127.25774,149.71517,175.90651,175.90651,2.26743,29.76142,12.06301,24.46801,19.395901,-99.097612,2233
090120001,01/08/2013,19,21,40,19,21,40,0,0,0,4,5,9,10,11,21,16.67009,65.23502,16.64698,26.2851,26.59879,2.28498,0.62609,21.3161,33.36303,12.0441,26.0715,97.97711,58.32296,103.6066,116.48092,127.8258,152.81078,152.81078,2.87327,55.22662,10.5281,22.95814,19.288275,-99.167125,2280
090110001,01/08/2013,8,7,15,7,6,13,1,1,2,1,1,2,7,6,13,17.1134,63.93367,16.19908,26.28721,28.91854,1.57762,0.42393,18.05832,27.33925,9.31779,26.05277,95.78115,59.09962,114.22337,118.50244,93.18759,119.48401,119.48401,2.20554,17.53737,11.02458,23.41723,19.270566,-99.004846,2249
090030001,01/08/2013,24,9,33,21,9,30,3,0,3,5,2,7,18,7,25,16.97122,64.23886,19.12646,28.00885,24.76124,2.67671,0.60415,25.20593,40.1006,14.91695,25.93633,96.31766,63.87096,99.52991,117.43821,173.57608,201.42578,201.42578,2.58821,50.21765,10.98366,23.50962,19.350214,-99.162146,2247
090050001,01/08/2013,29,27,56,29,25,54,0,2,2,5,3,8,24,24,48,17.82605,62.03562,17.81884,36.10672,25.65251,2.68723,0.57798,21.98377,37.94516,15.96403,26.58726,96.30302,68.74496,120.76949,122.93313,175.4754,204.38963,204.38963,2.73181,29.84939,11.85971,23.45763,19.482945,-99.113471,2229
090020001,01/08/2013,18,11,29,16,10,26,2,1,3,3,1,4,15,10,25,17.29607,63.10082,20.79183,36.35189,24.77662,3.28168,0.60741,24.20552,41.68279,17.48476,26.2081,92.67969,86.34437,107.71755,129.66757,182.26071,211.25399,211.25399,2.61459,48.70686,11.15495,23.6139,19.484102,-99.18436,2244
090080001,01/08/2013,6,6,12,5,5,10,1,1,2,0,2,2,6,4,10,15.98192,67.65125,16.3938,27.66271,27.61241,2.51562,0.50538,20.48722,30.9254,10.45765,25.28654,98.83516,57.71031,92.4866,122.77944,120.65636,147.29946,147.29946,2.06677,56.30867,9.88822,24.18616,19.304898,-99.241515,2520
090100001,01/08/2013,10,14,24,6,12,18,4,2,6,1,3,4,9,11,20,16.91137,64.41322,18.67478,32.5369,24.78861,3.09801,0.65273,24.06991,38.40511,14.36309,25.52311,94.67376,70.63296,99.75129,124.09571,147.81806,180.20872,180.20872,2.39487,41.68552,11.01759,24.38239,19.390806,-99.195413,2308
090090033,01/09/2013,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,16.44284,74.11207,15.89551,24.81959,18.79431,2.19102,0.71858,21.07785,38.65938,17.58249,25.61787,96.67315,64.72417,93.90028,115.35551,173.23906,200.14544,200.14544,3.11023,28.1509,10.89673,24.44511,19.191988,-99.089954,2753
090100001,01/09/2013,21,27,48,20,26,46,1,1,2,1,5,6,20,22,42,16.27077,74.16261,17.55018,27.03247,16.09627,2.93505,0.8804,27.04449,50.08734,23.02792,25.04287,95.04359,78.19375,103.30661,110.61787,157.1728,187.2172,187.2172,2.45523,36.7515,11.39229,25.46842,19.390806,-99.195413,2308
090140001,01/09/2013,5,3,8,5,2,7,0,1,1,2,0,2,3,3,6,16.61118,72.98381,17.77244,25.74124,16.99935,2.77691,0.82649,25.5001,48.52337,23.03184,25.18456,94.284,70.15979,91.46511,116.94175,196.39711,218.82131,218.82131,3.22452,33.89626,11.84565,26.37318,19.371992,-99.157853,2238
090040001,01/09/2013,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,13.41908,80.99291,15.28946,20.97406,22.40131,2.0616,0.72796,20.06857,34.10473,14.06401,23.50482,98.96784,69.83512,71.1862,126.36215,188.08307,214.66973,214.66973,2.74212,23.15884,8.46343,21.40757,19.35735,-99.299792,2780
090030001,01/09/2013,25,25,50,23,24,47,2,1,3,7,7,14,18,17,35,16.42201,73.2143,18.42369,24.80961,16.6347,2.71732,0.80134,25.85434,49.35352,23.51918,25.50621,96.3363,70.90024,93.18024,118.90664,189.63068,209.84676,209.84676,3.17872,29.88773,11.18404,23.80711,19.350214,-99.162146,2247
090090001,01/09/2013,10,4,14,9,4,13,1,0,1,1,0,1,9,4,13,16.71993,74.03838,15.94388,23.55891,19.64859,2.07022,0.6207,19.57181,34.92226,15.37747,25.92771,96.41724,64.06186,90.25798,116.82988,163.30419,192.1122,192.1122,2.96041,24.8176,10.82531,25.59489,19.191249,-99.023371,2429
090150001,01/09/2013,37,19,56,34,17,51,3,2,5,4,2,6,32,17,49,16.93499,72.22281,19.18813,30.4238,16.63871,3.26559,0.87737,26.21256,52.30475,26.10446,25.12222,94.03239,72.01351,101.77685,110.49003,237.00394,266.05728,266.05728,3.75096,42.20408,12.37383,27.37633,19.441646,-99.151884,2230
090050001,01/09/2013,55,38,93,53,37,90,2,1,3,4,7,11,50,31,81,17.09468,70.60636,17.71615,31.81874,17.28244,2.74387,0.80207,24.26778,49.44463,25.18421,25.69215,96.94281,67.76426,109.77918,109.31922,244.72254,269.12245,269.12245,3.68061,43.0778,12.07557,24.85971,19.482945,-99.113471,2229
090120027,01/09/2013,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,16.25547,74.32727,15.98692,25.11528,18.53983,2.10382,0.75385,20.5585,38.27939,17.73811,25.46702,96.95934,65.73353,95.49072,114.46267,163.87333,189.88164,189.88164,3.12602,27.61044,10.81982,23.74826,19.201359,-99.141398,2649
090080001,01/09/2013,6,9,15,6,9,15,0,0,0,1,1,2,5,8,13,15.6429,75.97356,15.8663,24.5233,19.06778,2.41564,0.67996,21.83459,38.99744,17.16078,25.05211,98.48842,69.64372,98.07232,118.54742,165.40071,189.44342,189.44342,2.56158,27.14031,10.2433,21.90754,19.304898,-99.241515,2520
090160001,01/09/2013,8,6,14,8,6,14,0,0,0,2,3,5,6,3,9,16.47416,73.47688,17.67234,27.29237,15.77488,2.98603,0.89551,27.5459,51.10257,23.52423,25.0546,93.80522,79.20626,104.09104,109.48453,153.4201,184.53537,184.53537,2.41927,37.60291,11.76601,26.64126,19.407269,-99.190754,2264
090110026,01/09/2013,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,17.0699,73.80829,15.63463,26.17471,18.79388,2.20204,0.70261,20.61181,38.46345,17.85953,26.31906,96.2081,60.97583,97.16216,111.43094,199.39524,224.80925,224.80925,3.40465,27.81577,10.76596,26.85711,19.308961,-98.968578,2260
090020001,01/09/2013,26,12,38,22,11,33,4,1,5,3,1,4,23,11,34,16.7049,72.32583,21.58799,31.97397,16.75112,3.62635,0.84607,26.41518,54.32633,27.92866,25.42774,93.70493,79.68056,109.72783,109.05638,259.70671,292.15842,292.15842,3.81618,43.11764,11.64435,24.72705,19.484102,-99.18436,2244
090060001,01/09/2013,13,13,26,13,13,26,0,0,0,3,1,4,8,12,20,17.09502,72.06259,16.59932,25.93689,16.65608,2.7972,0.87403,26.2939,51.15326,24.84798,25.27693,96.87771,63.18069,81.39808,114.88405,223.61047,245.87143,245.87143,3.86563,37.38209,12.28744,25.78375,19.395901,-99.097612,2233
090120001,01/09/2013,32,24,56,28,24,52,4,0,4,3,2,5,29,22,51,16.2621,73.454,16.14305,23.66975,18.43614,2.31742,0.80494,21.70579,40.32096,18.60077,25.73819,97.67134,67.40712,93.34039,117.73662,174.42792,197.33214,197.33214,3.2514,24.84231,10.6762,22.05458,19.288275,-99.167125,2280
