ClaveLocRes,FECHA,POB_TOTAL_INEGI,POB_MASCULINA_INEGI,POB_FEMENINA_INEGI,AMBITO,TOTAL DE VIVIENDAS HABITADAS,Hombres_ingresos,Mujeres_Ingresos,Total_INgresos_COVID,Hombres_MIGRANTE_SI,Mujeres_MIGRANTE_SI,Hombres_MIGRANTE_NO,Mujeres_MIGRANTE_NO,Hombres_MIGRANTE_NOESPECIFICO,Mujeres_MIGRANTE_NOESPECIFICO,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Recuperados,Hombres_defuncion,Mujeres_defuncion,Total_Defunciones,Hombres_Tres_complicaciones,Mujeres_Tres_complicaciones,Total_Tres_complicaciones,Hombres_Mayor_cuatro_comorbilidades,Mujeres_Maayor_cuatro_comorbilidades,Total_mayor_cuatro_comorbilidades,Hombres_Ambulatorio,Mujeres_Ambulatorio,Total_ambulatorio,Hombres_Hospitalizado,Mujeres_Hospitalizado,Total_hospitalizado,Hombres_Intubado_SI,Mujeres_Intubado_SI,Hombres_Intubado_NO,Mujeres_Intubado_NO,Hombres_Intubado_NO_APLICA,Mujeres_Intubado_NO_APLICA,Hombres_Intubado_NOESPECIFICO,Mujeres_Intubado_NOESPECIFICO,Hombres_UCI_SI,Mujeres_UCI_SI,Hombres_UCI_NO,Mujeres_UCI_NO,Hombres_UCI_NO_APLICA,Mujeres_UCI_NO_APLICA,Hombres_UCI_NOESPECIFICO,Mujeres_UCI_NOESPECIFICO,Hombres_Neumonia_SI,Mujeres_Neumonia_SI,Hombres_Neumonia_NO,Mujeres_Neumonia_NO,Hombres_Neumonia_NOESPECIFICO,Mujeres_Neumonia_NOESPECIFICO,Hombres_Diabetes_SI,Mujeres_Diabetes_SI,Hombres_Diabetes_NO,Mujeres_Diabetes_NO,Hombres_EPOC_SI,Mujeres_EPOC_SI,Hombres_EPOC_NO,Mujeres_EPOC_NO,Hombres_ASMA_SI,Mujeres_ASMA_SI,Hombres_ASMA_NO,Mujeres_ASMA_NO,Hombres_INMUSUPR_SI,Mujeres_INMUSUPR_SI,Hombres_INMUSUPR_NO,Mujeres_INMUSUPR_NO,Hombres_HIPERTENSION_SI,Mujeres_HIPERTENSION_SI,Hombres_HIPERTENSION_NO,Mujeres_HIPERTENSION_NO,Hombres_OTRAS_COM_SI,Mujeres_OTRAS_COM_SI,Hombres_OTRAS_COM_NO,Mujeres_OTRAS_COM_NO,Hombres_CARDIOVASCULAR_SI,Mujeres_CARDIOVASCULAR_SI,Hombres_CARDIOVASCULAR_NO,Mujeres_CARDIOVASCULAR_NO,Hombres_OBESIDAD_SI,Mujeres_OBESIDAD_SI,Hombres_OBESIDAD_NO,Mujeres_OBESIDAD_NO,Hombres_RENAL_CRONICA_SI,Mujeres_RENAL_CRONICA_SI,Hombres_RENAL_CRONICA_NO,Mujeres_RENAL_CRONICA_NO,Hombres_TABAQUISMO_SI,Mujeres_TABAQUISMO_SI,Hombres_TABAQUISMO_NO,Mujeres_TABAQUISMO_NO,Hombres_OTRO_CASO_SI,Mujeres_OTRO_CASO_SI,Hombres_OTRO_CASO_NO,Mujeres_OTRO_CASO_NO,Hombres_OTRO_CASO_NOESPECIFICO,Mujeres_OTRO_CASO_NOESPECIFICO,Hombres_TOMA_MUESTRA_LAB_SI,Mujeres_TOMA_MUESTRA_LAB_SI,Hombres_TOMA_MUESTRA_LAB_NO,Mujeres_TOMA_MUESTRA_LAB_NO,Hombres_TOMA_MUESTRA_ANTIGENO_SI,Mujeres_TOMA_MUESTRA_ANTIGENO_SI,Hombres_TOMA_MUESTRA_ANTIGENO_NO,Mujeres_TOMA_MUESTRA_ANTIGENO_NO,Hombres_COVID19_POSITIVO,Mujeres_COVID19_POSITIVO,Hombres_COVID19_NEGATIVO,Mujeres_COVID19_NEGATIVO,Hombres_COVID19_NO_ADECUADO,Mujeres_COVID19_NO_ADECUADO,Hombres_COVID19_NO_APLICA,Mujeres_COVID19_NO_APLICA,Hombres_ANTIGENO_POSITIVO,Mujeres_ANTIGENO_POSITIVO,Hombres_ANTIGENO_NEGATIVO,Mujeres_ANTIGENO_NEGATIVO,Hombres_ANTIGENO_NO_APLICA,Mujeres_ANTIGENO_NO_APLICA,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,NOM_ENT,NOM_MUN,NOM_LOC,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090130153,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.12988,69.00956,12.14732,19.50412,26.43051,1.64193,0.31399,17.12657,23.52484,6.51208,26.03846,92.32086,60.33999,95.58969,127.30935,85.12576,113.41785,113.41785,1.24405,24.90834,10.54226,18.86294,Ciudad de México,Xochimilco,Ahuatitla,19.218828,99.111417,2410
090080080,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.09122,67.64377,12.1218,19.30124,26.78911,1.72385,0.29669,17.36958,24.06531,6.79595,25.90982,91.17538,53.21733,81.86753,135.23159,87.54944,113.58153,113.58153,1.14246,32.69707,10.80368,16.90052,Ciudad de México,La Magdalena Contreras,Vivero Potreritos,19.250181,99.256655,2961
090080110,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16.34423,66.44684,12.15814,19.11,27.06116,1.72859,0.29329,17.0521,23.37434,6.43833,26.05362,90.52329,51.92467,77.39163,139.46184,83.69332,109.1226,109.1226,1.1103,34.53459,11.32484,16.36988,Ciudad de México,La Magdalena Contreras,Paraje Chepecano,19.291065,99.251139,2591
090110131,01/06/2021,,,,Rural,,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,17.56254,63.53696,13.17669,17.72528,26.50695,1.51987,0.29089,14.84584,19.71712,4.97666,27.95362,88.19642,73.33269,117.04415,118.1215,64.46746,92.73745,92.73745,1.31601,17.94438,12.19404,16.64391,Ciudad de México,Tláhuac,Tempiluli,19.275833,99.026388,2237
090090307,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17.30713,64.62559,12.72956,17.70607,26.71583,1.53577,0.28579,14.53837,19.44428,5.06228,27.67157,88.62702,64.7373,116.60245,118.83861,66.03088,93.48062,93.48062,1.30205,19.50968,11.86099,17.04902,Ciudad de México,Milpa Alta,Prolongación Sinaloa Norte,19.202999,99.027801,2399
090120103,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15.28776,71.91637,11.67575,19.65636,26.86071,1.72032,0.3057,17.54508,24.46318,7.00404,25.162,93.15337,53.76864,87.21529,128.976,89.37807,116.28685,116.28685,1.1957,30.69549,9.49917,19.55481,Ciudad de México,Tlalpan,Ampliación las Cruces,19.193611,99.233055,3339
090120270,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.28674,81.66136,10.45462,19.74206,27.86477,1.68968,0.3141,17.37692,24.09484,6.81696,23.14547,97.11641,51.24332,92.76356,121.34683,87.51558,115.35986,115.35986,1.24492,27.55205,6.61563,25.12078,Ciudad de México,Tlalpan,Paraje de Apantenco,19.183378,99.14931,2740
090120380,01/06/2021,,,,Rural,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.97648,78.42552,10.86299,19.73818,27.47686,1.68901,0.31398,17.39212,24.07477,6.78193,23.83975,95.87275,52.87966,92.27538,123.3639,87.23841,115.06606,115.06606,1.2393,27.43451,7.58017,23.44181,Ciudad de México,Tlalpan,Camino Viejo a Cuernavaca,19.192768,99.148981,2670
090080095,01/06/2021,0,0,0,Rural,0,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,16.08626,67.72864,12.12197,19.32812,26.77145,1.72485,0.29747,17.3884,24.0908,6.79944,25.90634,91.23543,53.33051,82.14157,134.95607,87.52115,113.62257,113.62257,1.14597,32.50977,10.7843,16.98299,Ciudad de México,La Magdalena Contreras,La Escondida,19.247384,99.254385,3019
090120171,01/06/2021,0,0,0,Rural,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.49865,71.06477,11.79753,19.65558,26.81874,1.72565,0.30657,17.5377,24.33427,6.8847,25.34533,92.83227,54.10496,86.34744,130.13339,88.03712,114.9133,114.9133,1.19117,30.50044,9.8121,19.16962,Ciudad de México,Tlalpan,Santa Martha,19.209876,99.22056,3049
090100219,01/06/2021,0,0,0,Rural,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15.80373,67.70454,11.91179,18.87895,27.18572,1.69352,0.2823,17.01313,23.73377,6.83337,25.64129,90.82733,51.65438,79.30951,137.89589,90.33521,115.20929,115.20929,1.09006,35.59886,10.56682,16.24558,Ciudad de México,Álvaro Obregón,Apapaxtla,19.282815,99.287957,2954
090110125,01/06/2021,0,0,0,Rural,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.30723,64.53609,13.51964,19.52255,25.38904,1.58938,0.3427,17.94666,24.34151,6.4101,27.33578,90.7715,81.61244,94.0436,118.6244,79.69517,111.9474,111.9474,1.42407,18.46398,12.04759,17.01323,Ciudad de México,Tláhuac,Mina Texcocatitla,19.311196,99.031394,2282
090040068,01/06/2021,0,0,0,Rural,0,0,3,3,0,0,0,0,0,3,0,2,2,0,1,1,0,0,0,0,3,3,0,2,2,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,1,0,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,15.39027,68.27342,11.64735,18.53462,27.7691,1.68705,0.26922,16.52666,23.14969,6.73631,25.22031,90.79681,50.43941,77.91139,139.90377,93.95055,117.94646,117.94646,1.05109,39.1003,10.19787,15.8272,Ciudad de México,Cuajimalpa de Morelos,Convento del Desierto de los Leones,19.313611,99.310278,2977
090090287,01/06/2021,0,0,0,Rural,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.34667,68.49966,12.22432,18.89473,26.46052,1.6195,0.30953,16.30844,22.44892,6.30435,26.44067,91.4714,60.31611,103.69656,122.15692,81.2485,109.52855,109.52855,1.30945,23.781,10.70292,18.62637,Ciudad de México,Milpa Alta,Comunal Actopan,19.164911,99.057094,2891
090120258,01/06/2021,0,0,0,Rural,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.52295,70.54082,11.82721,19.52738,26.72741,1.71226,0.30158,17.54239,24.55888,7.10033,25.42766,92.50997,53.78883,86.61367,129.95468,90.57297,117.3079,117.3079,1.18251,31.17448,9.84788,18.57837,Ciudad de México,Tlalpan,Rancho Llano de Vidrio,19.19,99.258333,3309
090120363,01/06/2021,0,0,0,Rural,0,0,5,5,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,5,5,0,4,4,0,1,1,0,0,0,1,0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,5,0,0,0,1,0,4,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,2,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,15.31198,71.78096,11.69074,19.65045,26.85058,1.72023,0.3055,17.54457,24.46462,7.00511,25.18679,93.09984,53.78537,87.15046,129.08159,89.40314,116.29915,116.29915,1.19487,30.7293,9.53502,19.47848,Ciudad de México,Tlalpan,Los Arcos,19.194063,99.23407,3337
090120140,01/06/2021,4,,,Rural,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.26856,72.12816,11.65932,19.69272,26.89947,1.72377,0.30762,17.54235,24.35211,6.89819,25.11945,93.29955,53.93667,87.0408,129.07185,88.17149,115.15603,115.15603,1.1978,30.23584,9.47045,19.81345,Ciudad de México,Tlalpan,El Oyamel,19.204519,99.214911,3100
090080100,01/06/2021,5,,,Rural,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16.31962,66.64341,12.1801,19.17663,26.94968,1.73185,0.29506,17.17165,23.57512,6.51385,26.05516,90.67259,52.36906,78.62067,138.27054,84.39863,110.08316,110.08316,1.12149,33.74574,11.23731,16.47129,Ciudad de México,La Magdalena Contreras,Los Cedros,19.27975,99.250407,2649
090110157,01/06/2021,10,,,Rural,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17.341,64.42373,13.72667,19.45245,25.47142,1.59149,0.34552,17.83402,24.08533,6.2555,27.41437,90.50893,85.43528,96.37665,116.68999,77.89906,110.43519,110.43519,1.44787,17.89866,12.06223,16.92894,Ciudad de México,Tláhuac,Tezontenco,19.310259,99.022901,2291
090040064,01/06/2021,12,,,Rural,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.07448,68.14326,11.93575,19.40234,29.21107,1.84045,0.2663,15.67459,21.78243,6.19629,24.67626,90.78317,51.02983,82.24719,143.02342,99.14081,123.26142,123.26142,1.08587,49.52099,10.33046,14.88363,Ciudad de México,Cuajimalpa de Morelos,Paraje Cerro de los Padres,19.364182,99.316977,2846
090110095,01/06/2021,17,,,Rural,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.73147,62.80763,13.26694,17.06565,27.04722,1.48025,0.26856,13.33335,17.41774,4.13369,28.29271,86.82571,73.86294,125.04619,115.59696,54.24005,81.22437,81.22437,1.29597,16.38351,12.32566,16.3755,Ciudad de México,Tláhuac,Fin de Galeana,19.269895,99.010348,2258
090110094,01/06/2021,18,8,10,Rural,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17.71272,62.91384,13.28602,17.14505,26.9658,1.4861,0.27324,13.61628,17.74853,4.29826,28.25448,86.99806,74.2283,123.96356,115.76463,55.7591,82.9554,82.9554,1.3023,16.57893,12.31062,16.40819,Ciudad de México,Tláhuac,Chinampa San Juan,19.271607,99.009983,2256
090080085,01/06/2021,23,12,11,Rural,12,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.18195,66.74219,12.08204,19.12151,27.22819,1.71979,0.28967,16.94688,23.39993,6.56937,25.91117,90.55408,51.79097,77.98527,139.73482,86.27773,111.14806,111.14806,1.10241,36.08366,11.13592,16.29535,Ciudad de México,La Magdalena Contreras,El Ocotal (La Carbonera),19.293854,99.262611,2726
090040059,01/06/2021,24,12,12,Rural,9,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13.19873,74.03783,10.05083,14.93246,26.8978,1.22952,0.18936,17.14955,24.29582,7.25207,23.67149,91.70092,44.99081,64.47894,136.4488,95.98421,121.01222,121.01222,0.71458,19.43688,6.73262,16.00548,Ciudad de México,Cuajimalpa de Morelos,El Zarco,19.293255,99.354391,3141
090090312,01/06/2021,27,15,12,Rural,7,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17.13839,65.32031,12.64309,17.99661,26.59126,1.55616,0.29294,15.05819,20.26441,5.40195,27.43014,89.28095,63.92347,113.33965,119.9129,70.09523,97.82661,97.82661,1.30427,20.51981,11.67297,17.30864,Ciudad de México,Milpa Alta,Tepetitla (Villa Hermosa),19.197827,99.035794,2438
090090074,01/06/2021,38,20,18,Rural,9,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,17.09931,65.63289,12.72042,18.11477,26.44429,1.57296,0.30089,15.3319,20.94886,5.79667,27.36172,89.65776,63.75573,109.39238,119.48173,75.24435,103.34663,103.34663,1.33508,21.37336,11.63136,17.40831,Ciudad de México,Milpa Alta,San Agustín Xolco,19.177268,99.00873,2614
090120310,01/06/2021,51,26,25,Rural,10,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.55647,71.04122,11.82704,19.70336,26.80526,1.72475,0.30933,17.5408,24.20231,6.75227,25.37908,92.92158,54.76219,86.59973,130.24449,86.63217,113.69286,113.69286,1.1954,29.4638,9.8773,19.35039,Ciudad de México,Tlalpan,Camino a la Venta,19.219902,99.194168,2833
090130203,01/06/2021,54,28,26,Rural,13,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.61174,67.19612,12.39232,18.94231,26.35897,1.60556,0.30847,16.46168,22.4654,6.15382,26.65928,91.14519,62.49603,103.00638,124.57917,80.17978,108.51622,108.51622,1.27395,23.04787,11.10838,18.09771,Ciudad de México,Xochimilco,Santa Catarina (Piedra Blanca),19.214276,99.079905,2612
